Title,Description,Latitude,Longitude
JULESVERNE_PCO31,JULES VERNE,5.3622,-3.8989
JULESVERNE_PCO55,JULES VERNE,5.3592,-3.8906
JULESVERNE_PCO32,JULES VERNE,5.3589,-3.8935
JULESVERNE_PCO33,JULES VERNE,5.3771,-3.8875
JULESVERNE_PCO34,JULES VERNE,5.3916,-3.9085
JULESVERNE_PCO36,JULES VERNE,5.3904,-3.9083
JULESVERNE_PCO37,JULES VERNE,5.3917,-3.9049
JULESVERNE_PCO38,JULES VERNE,5.3898,-3.9075
JULESVERNE_PCO39,JULES VERNE,5.3925,-3.9117
JULESVERNE_PCO40,JULES VERNE,5.3943,-3.9101
JULESVERNE_PCO41,JULES VERNE,5.3942,-3.9036
JULESVERNE_PCO42,JULES VERNE,5.3957,-3.904
JULESVERNE_PCO43,JULES VERNE,5.3975,-3.9079
JULESVERNE_PCO49,JULES VERNE,5.3928,-3.9105
JULESVERNE_PCO50,JULES VERNE,5.3888,-3.9102
JULESVERNE_PCO51,JULES VERNE,5.3958,-3.9016
JULESVERNE_PCO52,JULES VERNE,5.3943,-3.9064
JULESVERNE_PCO53,JULES VERNE,5.3947,-3.9117
JULESVERNE_PCO56,JULES VERNE,5.3606,-3.8985
JULESVERNE_PCO67,JULES VERNE,5.3646,-3.8998
JULESVERNE_PCO68,JULES VERNE,5.3664,-3.8963
JULESVERNE_PCO69,JULES VERNE,5.36,-3.8943
JULESVERNE_PCO70,JULES VERNE,5.3797,-3.9116
JULESVERNE_PCO65,JULES VERNE,5.372,-3.9048
JULESVERNE_PCO63,JULES VERNE,5.3847,-3.9139
JULESVERNE_PCO66,JULES VERNE,5.3869,-3.9244
JULESVERNE_PCO75,JULES VERNE,5.3853,-3.9195
JULESVERNE_PCO76,JULES VERNE,5.3836,-3.9171
JULESVERNE_PCO77,JULES VERNE,5.3833,-3.9198
JULESVERNE_PCO78,JULES VERNE,5.37709,-3.99509
2PLATEAUX_PCO01,2 PLATEAUX,5.375455,-3.99321
2PLATEAUX_PCO02,2 PLATEAUX,5.374717,-3.99059
2PLATEAUX_PCO03,2 PLATEAUX,5.377558,-3.9983
2PLATEAUX_PCO04,2 PLATEAUX,5.3716,-4.0014
2PLATEAUX_PCO41,2 PLATEAUX,5.373849,-3.98885
2PLATEAUX_PCO05,2 PLATEAUX,5.373268,-3.99353
2PLATEAUX_PCO06,2 PLATEAUX,5.3715,-3.99479
2PLATEAUX_PCO07,2 PLATEAUX,5.373324,-3.99782
2PLATEAUX_PCO08,2 PLATEAUX,5.3635,-3.9998
2PLATEAUX_PCO09,2 PLATEAUX,5.3666,-4.0075
2PLATEAUX_PCO42,2 PLATEAUX,5.3635,-4.00274
2PLATEAUX_PCO10,2 PLATEAUX,5.36064,-3.9957
2PLATEAUX_PCO11,2 PLATEAUX,5.35778,-3.9973
2PLATEAUX_PCO63,2 PLATEAUX,5.36521,-3.99834
2PLATEAUX_PCO12,2 PLATEAUX,5.36257,-3.99535
2PLATEAUX_PCO46,2 PLATEAUX,5.376028,-3.99958
2PLATEAUX_PCO14,2 PLATEAUX,5.3822,-3.9961
2PLATEAUX_PCO44,2 PLATEAUX,5.375484,-4.00053
2PLATEAUX_PCO15,2 PLATEAUX,5.373198,-4.00042
2PLATEAUX_PCO16,2 PLATEAUX,5.3716,-4.0014
2PLATEAUX_PCO45,2 PLATEAUX,5.3788,-3.9989
2PLATEAUX_PCO43,2 PLATEAUX,5.36108,-3.99185
2PLATEAUX_PCO21,2 PLATEAUX,5.37492,-3.99748
2PLATEAUX_PCO25,2 PLATEAUX,5.371617,-3.99744
2PLATEAUX_PCO26,2 PLATEAUX,5.369922,-3.99747
2PLATEAUX_PCO27,2 PLATEAUX,5.366818,-3.99775
2PLATEAUX_PCO28,2 PLATEAUX,5.366636,-3.99656
2PLATEAUX_PCO31,2 PLATEAUX,5.3652,-3.9896
2PLATEAUX_PCO37,2 PLATEAUX,5.364999,-3.98946
2PLATEAUX_PCO46,2 PLATEAUX,5.366473,-3.99285
2PLATEAUX_PCO38,2 PLATEAUX,5.362517,-3.99283
2PLATEAUX_PCO39,2 PLATEAUX,5.363613,-3.99385
2PLATEAUX_PCO40,2 PLATEAUX,5.3817,-3.9961
2PLATEAUX_PCO47,2 PLATEAUX,5.3833,-3.9959
2PLATEAUX_PCO48,2 PLATEAUX,5.3838,-3.9949
2PLATEAUX_PCO49,2 PLATEAUX,5.3829,-3.9956
2PLATEAUX_PCO50,2 PLATEAUX,5.3683,-4.0019
2PLATEAUX_PCO51,2 PLATEAUX,5.3703,-4.0011
2PLATEAUX_PCO52,2 PLATEAUX,5.372,-4.0014
2PLATEAUX_PCO53,2 PLATEAUX,5.3673,-4
2PLATEAUX_PCO54,2 PLATEAUX,5.3393,-4.0086
AMBASSADE_PCO01,AMBASSADE,5.3375,-4.0068
AMBASSADE_PCO02,AMBASSADE,5.3409,-4.0074
AMBASSADE_PCO03,AMBASSADE,5.3376,-4.0088
AMBASSADE_PCO04,AMBASSADE,5.3439,-4.0063
AMBASSADE_PCO05,AMBASSADE,5.3456,-4.0065
AMBASSADE_PCO06,AMBASSADE,5.3439,-4.005
AMBASSADE_PCO07,AMBASSADE,5.34,-4.0023
AMBASSADE_PCO09,AMBASSADE,5.3407,-4.0027
AMBASSADE_PCO51,AMBASSADE,5.3411,-4.0016
AMBASSADE_PCO10,AMBASSADE,5.3414,-4.0021
AMBASSADE_PCO52,AMBASSADE,5.3392,-3.9967
AMBASSADE_PCO11,AMBASSADE,5.3388,-4.0001
AMBASSADE_PCO53,AMBASSADE,5.3478,-3.9972
AMBASSADE_PCO12,AMBASSADE,5.3411,-3.9975
AMBASSADE_PCO13,AMBASSADE,5.338,-3.9962
AMBASSADE_PCO14,AMBASSADE,5.3373,-3.9973
AMBASSADE_PCO15,AMBASSADE,5.33813,-3.99773
AMBASSADE_PCO16,AMBASSADE,5.3366,-4.0021
AMBASSADE_PCO17,AMBASSADE,5.3386,-4.0018
AMBASSADE_PCO18,AMBASSADE,5.3365,-3.9993
AMBASSADE_PCO19,AMBASSADE,5.3348,-3.9999
AMBASSADE_PCO20,AMBASSADE,5.3352,-3.9997
AMBASSADE_PCO41,AMBASSADE,5.3387,-4.0024
AMBASSADE_PCO21,AMBASSADE,5.3336,-4.0027
AMBASSADE_PCO23,AMBASSADE,5.3362,-4.0021
AMBASSADE_PCO22,AMBASSADE,5.3367,-3.9999
AMBASSADE_PCO24,AMBASSADE,5.3347,-4.0027
AMBASSADE_PCO25,AMBASSADE,5.334,-4.0011
AMBASSADE_PCO26,AMBASSADE,5.333,-4.0021
AMBASSADE_PCO27,AMBASSADE,5.3304,-4.001
AMBASSADE_PCO28,AMBASSADE,5.327141,-4.0011
AMBASSADE_PCO50,AMBASSADE,5.3286,-4.0013
AMBASSADE_PCO28d,AMBASSADE,5.3264,-4.0002
AMBASSADE_PCO29,AMBASSADE,5.3386,-4.0018
AMBASSADE_PCO29d,AMBASSADE,5.3251,-3.9993
AMBASSADE_PCO30,AMBASSADE,5.3244,-3.9996
AMBASSADE_PCO31,AMBASSADE,5.323107,-3.99999
AMBASSADE_PCO32,AMBASSADE,5.339,-4.0051
AMBASSADE_PCO33,AMBASSADE,5.3542,-4.0042
AMBASSADE_PCO42,AMBASSADE,5.351585,-4.00362
AMBASSADE_PCO43,AMBASSADE,5.325141,-3.99949
AMBASSADE_PCO54,AMBASSADE,5.323393,-4.00016
AMBASSADE_PCO55,AMBASSADE,5.323214,-4.0014
AMBASSADE_PCO56,AMBASSADE,5.3257,-4.0002
AMBASSADE_PCO57,AMBASSADE,5.326,-4.0004
AMBASSADE_PCO58,AMBASSADE,5.325,-3.9996
AMBASSADE_PCO59,AMBASSADE,5.3242,-4.0004
AMBASSADE_PCO60,AMBASSADE,5.3232,-3.9999
AMBASSADE_PCO61,AMBASSADE,5.3346,-3.9992
AMBASSADE_PCO62,AMBASSADE,5.333,-3.9995
AMBASSADE_PCO63,AMBASSADE,5.3329,-4.0013
AMBASSADE_PCO64,AMBASSADE,5.3341,-4.0014
AMBASSADE_PCO65,AMBASSADE,5.334536,-3.85164
ITAL_PCO09,ITAL,5.333178,-3.85254
ITAL_PCO10,ITAL,5.333323,-3.85335
ITAL_PCO11,ITAL,5.334352,-3.85334
ITAL_PCO12,ITAL,5.347014,-3.85913
ITAL_PCO29,ITAL,5.345317,-3.85931
ITAL_PCO30,ITAL,5.345317,-3.85931
ITAL_PCO31,ITAL,5.347014,-3.85913
ITAL_PCO32,ITAL,5.34436,-3.86019
ITAL_PCO33,ITAL,5.344183,-3.85881
ITAL_PCO34,ITAL,5.343418,-3.85991
ITAL_PCO35,ITAL,5.342969,-3.86098
ITAL_PCO36,ITAL,5.333432,-3.85408
ITAL_PCO05,ITAL,5.333537,-3.85235
ITAL_PCO06,ITAL,5.333966,-3.85132
ITAL_PCO07,ITAL,5.334429,-3.85264
ITAL_PCO08,ITAL,5.351329,-3.85654
ITAL_PCO17,ITAL,5.349351,-3.86118
ITAL_PCO18,ITAL,5.349961,-3.85493
ITAL_PCO19,ITAL,5.350492,-3.85449
ITAL_PCO20,ITAL,5.346138,-3.83127
ITAL_PCO21,ITAL,5.346157,-3.831
ITAL_PCO22,ITAL,5.346946,-3.8315
ITAL_PCO23,ITAL,5.347015,-3.83143
ITAL_PCO24,ITAL,5.352505,-3.87502
ITAL_PCO01,ITAL,5.355135,-3.87311
ITAL_PCO02,ITAL,5.35364,-3.87342
ITAL_PCO03,ITAL,5.356819,-3.87407
ITAL_PCO04,ITAL,5.340628,-3.85624
ITAL_PCO13,ITAL,5.343355,-3.85505
ITAL_PCO14,ITAL,5.342852,-3.85593
ITAL_PCO15,ITAL,5.341838,-3.85702
ITAL_PCO16,ITAL,5.351071,-3.87554
ITAL_PCO25,ITAL,5.348631,-3.8756
ITAL_PCO26,ITAL,5.338584,-3.88448
ITAL_PCO27,ITAL,5.338584,-3.88448
ITAL_PCO28,ITAL,5.342539,-3.85711
ITAL_PCO37,ITAL,5.341314,-3.85736
ITAL_PCO38,ITAL,5.340656,-3.85623
ITAL_PCO39,ITAL,5.34192,-3.85565
ITAL_PCO40,ITAL,5.35638,-3.89071
ITAL_PCO41,ITAL,5.355583,-3.88962
ITAL_PCO42,ITAL,5.356425,-3.88436
ITAL_PCO43,ITAL,5.351412,-3.88474
ITAL_PCO44,ITAL,5.356044,-3.87558
ITAL_PCO45,ITAL,5.355941,-3.87442
ITAL_PCO46,ITAL,5.355075,-3.87306
ITAL_PCO47,ITAL,5.353945,-3.87386
ITAL_PCO48,ITAL,5.351282,-3.87535
ITAL_PCO49,ITAL,5.34911,-3.8769
ITAL_PCO50,ITAL,5.348312,-3.87677
ITAL_PCO51,ITAL,5.352093,-3.87598
ITAL_PCO52,ITAL,5.353565,-3.87333
ITAL_PCO53,ITAL,5.353032,-3.8738
ITAL_PCO54,ITAL,5.354379,-3.87037
ITAL_PCO55,ITAL,5.355646,-3.8679
ITAL_PCO56,ITAL,5.356509,-3.87215
ITAL_PCO57,ITAL,5.357324,-3.87269
ITAL_PCO58,ITAL,5.35495,-3.87416
ITAL_PCO59,ITAL,5.354071,-3.87292
ITAL_PCO60,ITAL,5.35112,-3.87686
ITAL_PCO61,ITAL,5.351082,-3.87759
ITAL_PCO62,ITAL,5.349771,-3.87674
ITAL_PCO63,ITAL,5.349104,-3.8769
ITAL_PCO64,ITAL,5.348084,-3.87646
ITAL_PCO65,ITAL,5.348345,-3.8758
ITAL_PCO66,ITAL,5.34957,-3.87657
ITAL_PCO67,ITAL,5.355709,-3.87198
ITAL_PCO68,ITAL,5.346803,-3.87481
ITAL_PCO69,ITAL,5.347623,-3.87526
ITAL_PCO70,ITAL,5.34833,-3.87686
ITAL_PCO71,ITAL,5.348595,-3.87567
ITAL_PCO72,ITAL,5.352397,-3.87418
ITAL_PCO73,ITAL,5.353552,-3.87422
ITAL_PCO74,ITAL,5.357319,-3.87432
ITAL_PCO75,ITAL,5.356715,-3.87413
ITAL_PCO76,ITAL,5.354446,-3.87345
ITAL_PCO77,ITAL,5.355582,-3.87503
ITAL_PCO78,ITAL,5.355744,-3.87409
ITAL_PCO79,ITAL,5.354676,-3.87485
ITAL_PCO80,ITAL,5.353783,-3.87546
ITAL_PCO81,ITAL,5.352407,-3.875
ITAL_PCO82,ITAL,5.353879,-3.87706
ITAL_PCO83,ITAL,5.352319,-3.8757
ITAL_PCO84,ITAL,5.345086,-3.8764
ITAL_PCO85,ITAL,5.345218,-3.87854
ITAL_PCO86,ITAL,5.34665,-3.87705
ITAL_PCO87,ITAL,5.346367,-3.87817
ITAL_PCO88,ITAL,5.342817,-3.87738
ITAL_PCO89,ITAL,5.342061,-3.87879
ITAL_PCO90,ITAL,5.343763,-3.87885
ITAL_PCO91,ITAL,5.343323,-3.87949
ITAL_PCO92,ITAL,5.303692,-3.98712
RESIDENTIEL_PCO13,RESIDENTIEL,5.304787,-3.98648
RESIDENTIEL_PCO14,RESIDENTIEL,5.304022,-3.98208
RESIDENTIEL_PCO15,RESIDENTIEL,5.301594,-3.98345
RESIDENTIEL_PCO16,RESIDENTIEL,5.309818,-3.9844
RESIDENTIEL_PCO21,RESIDENTIEL,5.310117,-3.98371
RESIDENTIEL_PCO22,RESIDENTIEL,5.310561,-3.98351
RESIDENTIEL_PCO23,RESIDENTIEL,5.31135,-3.98597
RESIDENTIEL_PCO24,RESIDENTIEL,5.309428,-3.9857
RESIDENTIEL_PCO25,RESIDENTIEL,5.308171,-3.9862
RESIDENTIEL_PCO26,RESIDENTIEL,5.308503,-3.98477
RESIDENTIEL_PCO27,RESIDENTIEL,5.310533,-3.98692
RESIDENTIEL_PCO28,RESIDENTIEL,5.307972,-3.98695
RESIDENTIEL_PCO29,RESIDENTIEL,5.309257,-3.98921
RESIDENTIEL_PCO30,RESIDENTIEL,5.309064,-3.988
RESIDENTIEL_PCO31,RESIDENTIEL,5.307011,-3.98643
RESIDENTIEL_PCO32,RESIDENTIEL,5.307859,-3.98945
RESIDENTIEL_PCO09,RESIDENTIEL,5.306496,-3.98772
RESIDENTIEL_PCO10,RESIDENTIEL,5.305467,-3.98825
RESIDENTIEL_PCO11,RESIDENTIEL,5.306723,-3.99027
RESIDENTIEL_PCO12,RESIDENTIEL,5.304781,-3.99147
RESIDENTIEL_PCO17,RESIDENTIEL,5.305402,-3.99042
RESIDENTIEL_PCO18,RESIDENTIEL,5.304228,-3.99091
RESIDENTIEL_PCO19,RESIDENTIEL,5.303334,-3.99092
RESIDENTIEL_PCO20,RESIDENTIEL,5.309899,-3.99109
RESIDENTIEL_PCO01,RESIDENTIEL,5.310827,-3.99193
RESIDENTIEL_PCO02,RESIDENTIEL,5.308826,-3.99165
RESIDENTIEL_PCO03,RESIDENTIEL,5.309525,-3.98997
RESIDENTIEL_PCO04,RESIDENTIEL,5.307851,-3.99396
RESIDENTIEL_PCO05,RESIDENTIEL,5.309581,-3.99325
RESIDENTIEL_PCO06,RESIDENTIEL,5.309309,-3.99396
RESIDENTIEL_PCO07,RESIDENTIEL,5.310658,-3.99362
RESIDENTIEL_PCO08,RESIDENTIEL,5.313479,-3.99294
RESIDENTIEL_PCO33,RESIDENTIEL,5.311877,-3.99209
RESIDENTIEL_PCO34,RESIDENTIEL,5.312241,-3.99621
RESIDENTIEL_PCO35,RESIDENTIEL,5.310388,-3.99539
RESIDENTIEL_PCO36,RESIDENTIEL,5.314989,-3.99162
RESIDENTIEL_PCO37,RESIDENTIEL,5.318341,-3.99407
RESIDENTIEL_PCO38,RESIDENTIEL,5.315996,-3.99603
RESIDENTIEL_PCO39,RESIDENTIEL,5.312799,-3.99698
RESIDENTIEL_PCO40,RESIDENTIEL,5.30757,-4.00725
ARRAS_PCO01,ARRAS,5.3091,-4.0068
ARRAS_PCO02,ARRAS,5.3078,-4.0054
ARRAS_PCO03,ARRAS,5.3075,-4.0043
ARRAS_PCO04,ARRAS,5.3099,-4.009
ARRAS_PCO05,ARRAS,5.3117,-4.0096
ARRAS_PCO06,ARRAS,5.3108,-4.0117
ARRAS_PCO07,ARRAS,5.309,-4.0114
ARRAS_PCO08,ARRAS,5.3073,-4.0118
ARRAS_PCO09,ARRAS,5.3084,-4.0128
ARRAS_PCO10,ARRAS,5.3052,-4.0082
ARRAS_PCO11,ARRAS,5.3073,-4.0139
ARRAS_PCO12,ARRAS,5.303951,-4.01064
ARRAS_PCO13,ARRAS,5.3024,-4.0107
ARRAS_PCO14,ARRAS,5.3047,-4.0126
ARRAS_PCO15,ARRAS,5.3062,-4.007
ARRAS_PCO16,ARRAS,5.3039,-4.0106
ARRAS_PCO13,ARRAS,5.3045,-4.0061
ARRAS_PCO17,ARRAS,5.3055,-4.0045
ARRAS_PCO18,ARRAS,5.3067,-4.0029
ARRAS_PCO19,ARRAS,5.306,-4.0019
ARRAS_PCO20,ARRAS,5.3051,-3.9999
ARRAS_PCO21,ARRAS,5.3058,-3.9995
ARRAS_PCO22,ARRAS,5.3039,-3.9995
ARRAS_PCO23,ARRAS,5.3032,-4.0025
ARRAS_PCO24,ARRAS,5.3026,-4.0049
ARRAS_PCO25,ARRAS,5.3015,-4.0063
ARRAS_PCO26,ARRAS,5.3026,-4.0074
ARRAS_PCO27,ARRAS,5.302,-4.0091
ARRAS_PCO28,ARRAS,5.2999,-4.004
ARRAS_PCO29,ARRAS,5.3001,-4.0045
ARRAS_PCO30,ARRAS,5.3021,-4.0047
ARRAS_PCO31,ARRAS,5.2993,-4.0034
ARRAS_PCO32,ARRAS,5.302,-3.9993
ARRAS_PCO33,ARRAS,5.3019,-4.0005
ARRAS_PCO35,ARRAS,5.3009,-4.0022
ARRAS_PCO36,ARRAS,5.3042,-3.9987
ARRAS_PCO37,ARRAS,5.3032,-3.9984
ARRAS_PCO38,ARRAS,5.3018,-3.9979
ARRAS_PCO39,ARRAS,5.3032,-3.9962
ARRAS_PCO40,ARRAS,5.2578,-3.9653
PORTBOUET_PCO01,PORT-BOUET,5.256822,-3.96504
PORTBOUET_PCO02,PORT-BOUET,5.257214,-3.96388
PORTBOUET_PCO03,PORT-BOUET,5.260262,-3.96252
PORTBOUET_PCO05,PORT-BOUET,5.26198,-3.96354
PORTBOUET_PCO06,PORT-BOUET,5.26008,-3.96239
PORTBOUET_PCO07,PORT-BOUET,5.260089,-3.96407
PORTBOUET_PCO08,PORT-BOUET,5.254579,-3.96389
PORTBOUET_PCO09,PORT-BOUET,5.253521,-3.96152
PORTBOUET_PCO10,PORT-BOUET,5.252779,-3.96001
PORTBOUET_PCO11,PORT-BOUET,5.251693,-3.95808
PORTBOUET_PCO12,PORT-BOUET,5.257114,-3.96676
PORTBOUET_PCO13,PORT-BOUET,5.256514,-3.96519
PORTBOUET_PCO15,PORT-BOUET,5.256257,-3.96471
PORTBOUET_PCO16,PORT-BOUET,5.259922,-3.96503
PORTBOUET_PCO17,PORT-BOUET,5.259136,-3.96279
PORTBOUET_PCO18,PORT-BOUET,5.25831,-3.9683
PORTBOUET_PCO19,PORT-BOUET,5.2578,-3.9687
PORTBOUET_PCO20,PORT-BOUET,5.2576,-3.96976
PORTBOUET_PCO21,PORT-BOUET,5.25666,-3.97176
PORTBOUET_PCO22,PORT-BOUET,5.25696,-3.96143
PORTBOUET_PCO25,PORT-BOUET,5.25679,-3.96154
PORTBOUET_PCO26,PORT-BOUET,5.256704,-3.95844
PORTBOUET_PCO27,PORT-BOUET,5.258106,-3.95887
PORTBOUET_PCO28,PORT-BOUET,5.258106,-3.95907
PORTBOUET_PCO29,PORT-BOUET,5.259435,-3.95956
PORTBOUET_PCO30,PORT-BOUET,5.259527,-3.95913
PORTBOUET_PCO31,PORT-BOUET,5.25975,-3.96104
PORTBOUET_PCO32,PORT-BOUET,5.258097,-3.95965
PORTBOUET_PCO33,PORT-BOUET,5.257689,-3.95996
PORTBOUET_PCO34,PORT-BOUET,5.258232,-3.96122
PORTBOUET_PCO35,PORT-BOUET,5.259706,-3.96106
PORTBOUET_PCO36,PORT-BOUET,5.256981,-3.9615
PORTBOUET_PCO37,PORT-BOUET,5.254685,-3.95921
PORTBOUET_PCO38,PORT-BOUET,5.25622,-3.95892
PORTBOUET_PCO39,PORT-BOUET,5.253643,-3.95962
PORTBOUET_PCO40,PORT-BOUET,7.679994,-5.01814
BOUAKE_PCO01,Air France 1 2 3,7.677554,-5.01688
BOUAKE_PCO02,Air France 1 2 3,7.671187,-5.01368
BOUAKE_PCO03,Air France 1 2 3,7.669274,-5.01799
BOUAKE_PCO04,Air France 1 2 3,7.666387,-5.01774
BOUAKE_PCO05,Air France 1 2 3,7.663885,-5.02061
BOUAKE_PCO06,Air France 1 2 3,7.662184,-5.02138
BOUAKE_PCO07,Air France 1 2 3,7.683948,-5.02009
BOUAKE_PCO08,Sapeur pompier,7.686673,-5.01937
BOUAKE_PCO09,Sapeur pompier,7.687762,-5.00222
BOUAKE_PCO10,Sapeur pompier,7.680146,-5.02536
BOUAKE_PCO11,Commerce,7.681174,-5.02809
BOUAKE_PCO12,Commerce,7.682349,-5.02806
BOUAKE_PCO13,Commerce,7.682659,-5.02719
BOUAKE_PCO14,Commerce,7.684367,-5.02911
BOUAKE_PCO15,Commerce,7.682968,-5.03008
BOUAKE_PCO16,Commerce,7.688635,-5.01029
BOUAKE_PCO17,Kennedy,7.684743,-5.00754
BOUAKE_PCO18,Kennedy,7.682691,-5.00787
BOUAKE_PCO19,Kennedy,7.687443,-5.00341
BOUAKE_PCO20,Kennedy,7.687972,-4.99982
BOUAKE_PCO21,Kennedy,7.688528,-4.99495
BOUAKE_PCO22,Kennedy,7.688283,-4.99042
BOUAKE_PCO23,Kennedy,7.685707,-5.04287
BOUAKE_PCO24,Stade,7.684581,-5.04985
BOUAKE_PCO25,Stade,7.684988,-5.05294
BOUAKE_PCO26,Stade,7.684323,-5.05294
BOUAKE_PCO27,Ahougnassou,7.684323,-5.05216
BOUAKE_PCO28,Ahougnassou,7.682737,-5.057
BOUAKE_PCO29,Ahougnassou,7.680667,-5.05577
BOUAKE_PCO30,Ahougnassou,7.678633,-5.05783
BOUAKE_PCO31,Ahougnassou,7.680185,-5.05935
BOUAKE_PCO32,Ahougnassou,7.684343,-5.05746
BOUAKE_PCO33,Campus,7.684642,-5.06718
BOUAKE_PCO34,Campus,7.685336,-5.05847
BOUAKE_PCO35,Campus,7.673353,-5.06585
BOUAKE_PCO36,Ndakro,5.296009,-3.99831
PROSUMA_PCO01,PROSUMA,5.297185,-3.99876
PROSUMA_PCO02,PROSUMA,5.297778,-3.99681
PROSUMA_PCO04,PROSUMA,5.29716,-3.99766
PROSUMA_PCO05,PROSUMA,5.297318,-4.00125
PROSUMA_PCO06,PROSUMA,5.295682,-4.00208
PROSUMA_PCO09,PROSUMA,5.294933,-4.00072
PROSUMA_PCO10,PROSUMA,5.293611,-4.00037
PROSUMA_PCO11,PROSUMA,5.292714,-3.99861
PROSUMA_PCO13,PROSUMA,5.295448,-4.00392
PROSUMA_PCO14,PROSUMA,5.29786,-4.00767
PROSUMA_PCO17,PROSUMA,5.297075,-4.00533
PROSUMA_PCO18,PROSUMA,5.299702,-4.01009
PROSUMA_PCO19,PROSUMA,5.300327,-4.01311
PROSUMA_PCO20,PROSUMA,5.291662,-4.00728
PROSUMA_PCO25,PROSUMA,5.291495,-4.00778
PROSUMA_PCO26,PROSUMA,5.288385,-4.0089
PROSUMA_PCO27,PROSUMA,5.289309,-4.00646
PROSUMA_PCO28,PROSUMA,5.29253,-4.00009
PROSUMA_PCO34,PROSUMA,5.298178,-3.97049
MARCHE_PCO11,MARCORY MARCHE,5.296468,-3.97026
MARCHE_PCO12,MARCORY MARCHE,5.296629,-3.96858
MARCHE_PCO13,MARCORY MARCHE,5.298443,-3.96999
MARCHE_PCO14,MARCORY MARCHE,5.298768,-3.96788
MARCHE_PCO21,MARCORY MARCHE,5.300359,-3.96657
MARCHE_PCO22,MARCORY MARCHE,5.299939,-3.96899
MARCHE_PCO23,MARCORY MARCHE,5.29738,-3.96201
MARCHE_PCO24,MARCORY MARCHE,5.301947,-3.96863
MARCHE_PCO31,MARCORY MARCHE,5.303642,-3.9674
MARCHE_PCO32,MARCORY MARCHE,5.29674,-3.92204
MARCHE_PCO33,MARCORY MARCHE,5.302123,-3.96706
MARCHE_PCO34,MARCORY MARCHE,5.302529,-3.92594
MARCHE_PCO41,MARCORY MARCHE,5.30341,-3.96195
MARCHE_PCO42,MARCORY MARCHE,5.300069,-3.96292
MARCHE_PCO43,MARCORY MARCHE,5.303984,-3.96236
MARCHE_PCO44,MARCORY MARCHE,5.293765,-3.96671
MARCHE_PCO51,MARCORY MARCHE,5.295253,-3.97073
MARCHE_PCO52,MARCORY MARCHE,5.293869,-3.97494
MARCHE_PCO53,MARCORY MARCHE,5.29303,-3.97009
MARCHE_PCO54,MARCORY MARCHE,5.29738,-3.96201
MARCHE_PCO61,MARCORY MARCHE,5.295442,-3.96351
MARCHE_PCO62,MARCORY MARCHE,5.298098,-3.9585
MARCHE_PCO63,MARCORY MARCHE,5.299334,-3.96091
MARCHE_PCO64,MARCORY MARCHE,5.298479,-3.95599
MARCHE_PCO71,MARCORY MARCHE,5.298498,-3.95671
MARCHE_PCO72,MARCORY MARCHE,5.300947,-3.95881
MARCHE_PCO73,MARCORY MARCHE,5.302422,-3.9579
MARCHE_PCO74,MARCORY MARCHE,5.297091,-3.97825
MARCHE_PCO81,MARCORY MARCHE,5.29798,-3.9754
MARCHE_PCO82,MARCORY MARCHE,5.296617,-3.97982
MARCHE_PCO83,MARCORY MARCHE,5.29939,-3.97654
MARCHE_PCO84,MARCORY MARCHE,5.301155,-3.97672
MARCHE_PCO91,MARCORY MARCHE,5.302657,-3.97523
MARCHE_PCO92,MARCORY MARCHE,5.29989,-3.97558
MARCHE_PCO93,MARCORY MARCHE,5.302099,-3.96486
MARCHE_PCO94,MARCORY MARCHE,5.29928,-3.9709
MARCHE_PCO101,MARCORY MARCHE,5.295442,-3.96351
MARCHE_PCO102,MARCORY MARCHE,5.301283,-3.97217
MARCHE_PCO103,MARCORY MARCHE,5.299234,-3.97312
MARCHE_PCO104,MARCORY MARCHE,5.279886,-3.97565
PERUSIA_PCO 11,PERUSIA,5.280094,-3.97442
PERUSIA_PCO 12,PERUSIA,5.280738,-3.97635
PERUSIA_PCO 13,PERUSIA,5.281061,-3.97605
PERUSIA_PCO 14,PERUSIA,5.277412,-3.97171
PERUSIA_PCO 21,PERUSIA,5.281242,-3.97617
PERUSIA_PCO 22,PERUSIA,5.285723,-3.97675
PERUSIA_PCO 41,PERUSIA,5.278852,-3.97802
PERUSIA_PCO 51,PERUSIA,5.278298,-3.97797
PERUSIA_PCO 52,PERUSIA,5.277164,-3.97895
PERUSIA_PCO 53,PERUSIA,5.278253,-3.97956
PERUSIA_PCO 54,PERUSIA,5.278816,-3.97968
PERUSIA_PCO 61,PERUSIA,5.28003,-3.97905
PERUSIA_PCO 62,PERUSIA,5.280176,-3.97972
PERUSIA_PCO 63,PERUSIA,5.284566,-3.97479
PERUSIA_PCO 72,PERUSIA,5.285112,-3.97566
PERUSIA_PCO 73,PERUSIA,5.283247,-3.97572
PERUSIA_PCO 71,PERUSIA,5.284622,-3.97488
PERUSIA_PCO 74,PERUSIA,5.281043,-3.97633
PERUSIA_PCO 101,PERUSIA,5.287721,-3.97179
PERUSIA_PCO 102,PERUSIA,5.290191,-3.97521
PERUSIA_PCO 103,PERUSIA,5.291635,-3.97569
PERUSIA_PCO 104,PERUSIA,5.28407,-3.98472
PERGOLA_PCO 11,PERGOLA,5.284877,-3.98494
PERGOLA_PCO 12,PERGOLA,5.286074,-3.98589
PERGOLA_PCO 13,PERGOLA,5.287495,-3.98637
PERGOLA_PCO 14,PERGOLA,5.289928,-3.98622
