pco_id;sro;localisation;lat;lon;geom;address
ITAL_PCO04;ITAL;Derriere la gare de Bingerville;5.340628;-3.85624;5.356819,-3.874066;Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO13;ITAL;CITE IMPOT;5.343355;-3.85505;5.340628,-3.856239;Sebia Yao, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO14;ITAL;CITE IMPOT;5.342852;-3.85593;5.343355,-3.855047;Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO15;ITAL;CITE IMPOT;5.341838;-3.85702;5.342852,-3.855926;Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO16;ITAL;CITE IMPOT;5.351071;-3.87554;5.341838,-3.857019;Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO25;ITAL;DERRIERE BON PRIX;5.348631;-3.8756;5.351071,-3.875543;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO26;ITAL;DERRIERE BON PRIX;5.338584;-3.88448;5.348631,-3.8756;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO27;ITAL;DERRIERE BON PRIX;5.338584;-3.88448;5.338584,-3.884479;Quartier Scierie GIB, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO28;ITAL;DERRIERE BON PRIX;5.342539;-3.85711;5.338584,-3.884479;Quartier Scierie GIB, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO37;ITAL;CITE IMPOT;5.341314;-3.85736;5.342539,-3.857105;Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO38;ITAL;CITE IMPOT;5.340656;-3.85623;5.341314,-3.857356;Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO39;ITAL;CITE IMPOT;5.34192;-3.85565;5.340656,-3.856225;Sebia Yao, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO40;ITAL;CITE IMPOT;5.35638;-3.89071;5.34192,-3.855652;Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO41;ITAL;Zone mairie de bingerville;5.355583;-3.88962;5.35638,-3.89071;Gbagba, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO42;ITAL;Zone mairie de bingerville;5.356425;-3.88436;5.355583,-3.889616;Gbagba, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO43;ITAL;Carrefour Bandji (GBAGBA);5.351412;-3.88474;5.356425,-3.884357;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO44;ITAL;Carrefour Bandji (GBAGBA);5.356044;-3.87558;5.351412,-3.884743;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO45;ITAL;Bingerville palmerais;5.355941;-3.87442;5.356044,-3.875575;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO46;ITAL;Bingerville palmerais;5.355075;-3.87306;5.355941,-3.874418;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO47;ITAL;Bingerville palmerais;5.353945;-3.87386;5.355075,-3.87306;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO48;ITAL;Bingerville palmerais;5.351282;-3.87535;5.353945,-3.873862;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO49;ITAL;Zone bon prix;5.34911;-3.8769;5.351282,-3.875352;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO50;ITAL;Zone bon prix;5.348312;-3.87677;5.34911,-3.876895;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO51;ITAL;Zone bon prix;5.352093;-3.87598;5.348312,-3.876768;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO52;ITAL;Devant l'agence Moov;5.353565;-3.87333;5.352093,-3.875978;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO53;ITAL;MILLE CARREAUX;5.353032;-3.8738;5.353565,-3.87333;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO54;ITAL;MILLE CARREAUX;5.354379;-3.87037;5.353032,-3.873804;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO55;ITAL;MILLE CARREAUX;5.355646;-3.8679;5.354379,-3.870368;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO56;ITAL;MILLE CARREAUX;5.356509;-3.87215;5.355646,-3.8679;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO57;ITAL;Bingerville palmerais;5.357324;-3.87269;5.356509,-3.872148;Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO58;ITAL;Bingerville palmerais;5.35495;-3.87416;5.357324,-3.872686;Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO59;ITAL;Bingerville palmerais;5.354071;-3.87292;5.35495,-3.874161;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO60;ITAL;Bingerville palmerais;5.35112;-3.87686;5.354071,-3.872923;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO61;ITAL;Bingerville Bon prix;5.351082;-3.87759;5.35112,-3.876859;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO62;ITAL;ITAL;5.349771;-3.87674;5.351082,-3.877588;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO63;ITAL;Bingerville Bon prix;5.349104;-3.8769;5.349771,-3.87674;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO64;ITAL;Bingerville Bon prix;5.348084;-3.87646;5.349104,-3.876898;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO65;ITAL;Quartier energie solaire;5.348345;-3.8758;5.348084,-3.876461;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO66;ITAL;Quartier energie solaire;5.34957;-3.87657;5.348345,-3.875797;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO67;ITAL;ITAL;5.355709;-3.87198;5.34957,-3.876571;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO68;ITAL;ITAL;5.346803;-3.87481;5.355709,-3.871982;Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO69;ITAL;ITAL;5.347623;-3.87526;5.346803,-3.874811;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO70;ITAL;ITAL;5.34833;-3.87686;5.347623,-3.875256;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO71;ITAL;ITAL;5.348595;-3.87567;5.34833,-3.876861;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO72;ITAL;ITAL;5.352397;-3.87418;5.348595,-3.875673;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO73;ITAL;Bingerville palmerais;5.353552;-3.87422;5.352397,-3.874182;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO74;ITAL;Bingerville palmerais;5.357319;-3.87432;5.353552,-3.874215;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO75;ITAL;ITAL;5.356715;-3.87413;5.357319,-3.874315;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO76;ITAL;ITAL;5.354446;-3.87345;5.356715,-3.874126;Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO77;ITAL;ITAL;5.355582;-3.87503;5.354446,-3.87345;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO78;ITAL;ITAL;5.355744;-3.87409;5.355582,-3.875027;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO79;ITAL;ITAL;5.354676;-3.87485;5.355744,-3.87409;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO80;ITAL;ITAL;5.353783;-3.87546;5.354676,-3.874846;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO81;ITAL;ITAL;5.352407;-3.875;5.353783,-3.875457;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO82;ITAL;ITAL;5.353879;-3.87706;5.352407,-3.875;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO83;ITAL;ITAL;5.352319;-3.8757;5.353879,-3.877057;Blanchon, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO84;ITAL;ITAL;5.345086;-3.8764;5.352319,-3.875695;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO85;ITAL;ITAL;5.345218;-3.87854;5.345086,-3.876404;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO86;ITAL;ITAL;5.34665;-3.87705;5.345218,-3.87854;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO87;ITAL;ITAL;5.346367;-3.87817;5.34665,-3.877048;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO88;ITAL;ITAL;5.342817;-3.87738;5.346367,-3.878166;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO89;ITAL;ITAL;5.342061;-3.87879;5.342817,-3.87738;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO90;ITAL;ITAL;5.343763;-3.87885;5.342061,-3.878791;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO91;ITAL;ITAL;5.343323;-3.87949;5.343763,-3.878846;Adjamé, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
ITAL_PCO92;ITAL;ITAL;5.303692;-3.98712;5.343323,-3.879487;Gbagba Extension, Akwè Djèmin, Bingerville, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO13;RESIDENTIEL;RESIDENTIEL;5.304787;-3.98648;5.303692,-3.987122;Rue de Brazzaville, Massarana, Zone 4, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO14;RESIDENTIEL;RESIDENTIEL;5.304022;-3.98208;5.304787,-3.986475;Rue F106, Massarana, Zone 4, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO15;RESIDENTIEL;RESIDENTIEL;5.301594;-3.98345;5.304022,-3.982075;Avenue de la Côte d’Ivoire, Massarana, Zone 4, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO16;RESIDENTIEL;RESIDENTIEL;5.309818;-3.9844;5.301594,-3.983447;Rue de Brazzaville, Cité Hibiscus, Zone 4, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO21;RESIDENTIEL;RESIDENTIEL;5.310117;-3.98371;5.309818,-3.984395;Rue des Azobés, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO22;RESIDENTIEL;RESIDENTIEL;5.310561;-3.98351;5.310117,-3.98371;Rue Sipos, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO23;RESIDENTIEL;RESIDENTIEL;5.31135;-3.98597;5.310561,-3.983512;Rue des Framirés, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO24;RESIDENTIEL;RESIDENTIEL;5.309428;-3.9857;5.31135,-3.98597;Rue des Framirés, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO25;RESIDENTIEL;RESIDENTIEL;5.308171;-3.9862;5.309428,-3.985698;Rue du Taureau, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO26;RESIDENTIEL;RESIDENTIEL;5.308503;-3.98477;5.308171,-3.986204;Rue F194, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO27;RESIDENTIEL;RESIDENTIEL;5.310533;-3.98692;5.308503,-3.984765;Rue F202, Cité Hibiscus, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO28;RESIDENTIEL;RESIDENTIEL;5.307972;-3.98695;5.310533,-3.986915;Rue des Bahias, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO29;RESIDENTIEL;RESIDENTIEL;5.309257;-3.98921;5.307972,-3.986949;Rue F33, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO30;RESIDENTIEL;RESIDENTIEL;5.309064;-3.988;5.309257,-3.989213;Rue F19, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO31;RESIDENTIEL;RESIDENTIEL;5.307011;-3.98643;5.309064,-3.988002;Rue F27, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO32;RESIDENTIEL;RESIDENTIEL;5.307859;-3.98945;5.307011,-3.986429;Rue des Bahias, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO09;RESIDENTIEL;RESIDENTIEL;5.306496;-3.98772;5.307859,-3.989451;Rue F21, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO10;RESIDENTIEL;RESIDENTIEL;5.305467;-3.98825;5.306496,-3.987722;Rue F33, Massarana, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO11;RESIDENTIEL;RESIDENTIEL;5.306723;-3.99027;5.305467,-3.988245;Rue F33, Massarana, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO12;RESIDENTIEL;RESIDENTIEL;5.304781;-3.99147;5.306723,-3.99027;Rue F40, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO17;RESIDENTIEL;RESIDENTIEL;5.305402;-3.99042;5.304781,-3.991473;Rue F12, Zone 4, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO18;RESIDENTIEL;RESIDENTIEL;5.304228;-3.99091;5.305402,-3.990424;Rue F13, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO19;RESIDENTIEL;RESIDENTIEL;5.303334;-3.99092;5.304228,-3.990911;Rue F36, Massarana, Zone 4, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO20;RESIDENTIEL;RESIDENTIEL;5.309899;-3.99109;5.303334,-3.990918;Boulevard d'Anjou, Zone 4a, Zone 4, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO01;RESIDENTIEL;RESIDENTIEL;5.310827;-3.99193;5.309899,-3.991092;Rue du Mercure, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO02;RESIDENTIEL;RESIDENTIEL;5.308826;-3.99165;5.310827,-3.991931;Boulevard de Lorraine, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO03;RESIDENTIEL;RESIDENTIEL;5.309525;-3.98997;5.308826,-3.991645;Rue de la Paix, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO04;RESIDENTIEL;RESIDENTIEL;5.307851;-3.99396;5.309525,-3.989965;Rue de la Paix, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO05;RESIDENTIEL;RESIDENTIEL;5.309581;-3.99325;5.307851,-3.993956;Rue de la Paix, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO06;RESIDENTIEL;RESIDENTIEL;5.309309;-3.99396;5.309581,-3.993251;Rue des Cérés, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO07;RESIDENTIEL;RESIDENTIEL;5.310658;-3.99362;5.309309,-3.993959;Rue des Cérés, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO08;RESIDENTIEL;RESIDENTIEL;5.313479;-3.99294;5.310658,-3.993615;Rue D9, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO33;RESIDENTIEL;RESIDENTIEL;5.311877;-3.99209;5.313479,-3.992936;Rue des Antilopes, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO34;RESIDENTIEL;RESIDENTIEL;5.312241;-3.99621;5.311877,-3.992089;Boulevard de Lorraine, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO35;RESIDENTIEL;RESIDENTIEL;5.310388;-3.99539;5.312241,-3.996207;Rue des Antilopes, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO36;RESIDENTIEL;RESIDENTIEL;5.314989;-3.99162;5.310388,-3.995386;Rue de l'Olympe, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO37;RESIDENTIEL;RESIDENTIEL;5.318341;-3.99407;5.314989,-3.991619;Boulevard Achalme, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO38;RESIDENTIEL;RESIDENTIEL;5.315996;-3.99603;5.318341,-3.99407;Rue D34, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO39;RESIDENTIEL;RESIDENTIEL;5.312799;-3.99698;5.315996,-3.99603;Rue des Colibris, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
RESIDENTIEL_PCO40;RESIDENTIEL;RESIDENTIEL;5.30757;-4.00725;5.312799,-3.996977;Rue de Neptune, Marcory Résidentiel, Marcory, Abidjan, Côte d’Ivoire
ARRAS_PCO01;ARRAS;Vers immeuble Nanan Yamousso a cote de la BSIC Banque;5.3091;-4.0068;5.30757,-4.007251;Avenue 11, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO02;ARRAS;Apres la pharmacie Nanan Yamousso Treichville;5.3078;-4.0054;5.3091,-4.0068;Rue 25, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO03;ARRAS;Face a limmeuble Nanan Yamousso sur Bd Mamadou Kounate;5.3075;-4.0043;5.3078,-4.0054;Boulevard Nanan Yamousso, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO04;ARRAS;Avenue 13 vers limmeuble Nanan Yamousso;5.3099;-4.009;5.3075,-4.0043;Rue B61, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO05;ARRAS;Vers lhopital general de Treichville Annexe A Carrefour avenue 5 et Rue 21;5.3117;-4.0096;5.3099,-4.009;Rue 21, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO06;ARRAS;Vers la bourse du travail Treichville;5.3108;-4.0117;5.3117,-4.0096;Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO07;ARRAS;Vers le Palais des Sports de Treichville;5.309;-4.0114;5.3108,-4.0117;Avenue Christiani, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO08;ARRAS;Vers la Coopec carrefour avenue 5 et la rue15;5.3073;-4.0118;5.309,-4.0114;Avenue 5, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO09;ARRAS;Grand rond point du jardin public;5.3084;-4.0128;5.3073,-4.0118;Pharmacie du Grand Marché / Rond-point Treichville, Avenue 8, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO10;ARRAS;Vers le grand marche devant la Pharmacie Roy;5.3052;-4.0082;5.3084,-4.0128;Boulevard du 6 février, Quartier France-Amérique, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO11;ARRAS;Carrefour Avenue 15 rue 19 Treichveille;5.3073;-4.0139;5.3052,-4.0082;Rue B37, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO12;ARRAS;Vers la grande mosquee de l Avenue 9;5.303951;-4.01064;5.3073,-4.0139;Rue 9, Quartier France-Amérique, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO13;ARRAS;ARRAS;5.3024;-4.0107;5.303951,-4.010644;Rue 13, Quartier France-Amérique, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO14;ARRAS;Vers la pharmacie du levant;5.3047;-4.0126;5.3024,-4.0107;Avenue 19, Quartier France-Amérique, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO15;ARRAS;Treichville Avenue St Jean dArc sur lAvenue 13;5.3062;-4.007;5.3047,-4.0126;Avenue 13, Quartier France-Amérique, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO16;ARRAS;Sur lAvenue 14;5.3039;-4.0106;5.3062,-4.007;Avenue 14, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO13;ARRAS;Carrefour rue 13 et Avenue de la Reine Pokou;5.3045;-4.0061;5.3039,-4.0106;Avenue de la Reine Pokou, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO17;ARRAS;Carrefour entre lAvenue 18 et la Rue 23;5.3055;-4.0045;5.3045,-4.0061;Rue 23, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO18;ARRAS;En face de lecole primaire privee St JEAN BOSCO sur le Boulevard Mamadou konate;5.3067;-4.0029;5.3055,-4.0045;Boulevard Nanan Yamousso, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO19;ARRAS;Vers la rue 27 et lavenue de la reine Pokou au niveau de l ecole regionale;5.306;-4.0019;5.3067,-4.0029;Avenue de la Reine Pokou, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO20;ARRAS;Bd Mamadou kone en face de l ecole Regionale;5.3051;-3.9999;5.306,-4.0019;Rue B56, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO21;ARRAS;Avenue 21 vers lecole regionale;5.3058;-3.9995;5.3051,-3.9999;Avenue Ouézzin Coulibaly, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO22;ARRAS;Vers lecole regionale;5.3039;-3.9995;5.3058,-3.9995;Rue B48, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO23;ARRAS;Vers lavenue 24 apres le Lycee Moderne de Cocody;5.3032;-4.0025;5.3039,-3.9995;Rue B69, Arras, Zone 3, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO24;ARRAS;Sur lavenue 23 derriere lEcole des sœurs Notre Dame de Treichville;5.3026;-4.0049;5.3032,-4.0025;Avenue 23, Arras, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO25;ARRAS;Sur la rue 24 vers la Mosquee Al Houssein Wa Amina;5.3015;-4.0063;5.3026,-4.0049;Rue 24, Arras, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO26;ARRAS;Vers le groupe scolaire Habitat de treichville;5.3026;-4.0074;5.3015,-4.0063;Avenue 24, Arras, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO27;ARRAS;Avenue 21 rue 19 non loin de lhotel le Prince;5.302;-4.0091;5.3026,-4.0074;Rue B37, Nanan Yamousso, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO28;ARRAS;Avenue 21 rue 15;5.2999;-4.004;5.302,-4.0091;Rue 15, Quartier France-Amérique, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO29;ARRAS;Rue 24 vers la cite Arras;5.3001;-4.0045;5.2999,-4.004;Rue 24, Arras, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO30;ARRAS;Dans la cite Arras;5.3021;-4.0047;5.3001,-4.0045;Arras, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO31;ARRAS;Rue 24 vers la Mosquee Hal Houssein;5.2993;-4.0034;5.3021,-4.0047;Collège Voltaire laboratoire 1 et 2, Avenue 24, Arras, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO32;ARRAS;Vers la gare de Grand Bassam;5.302;-3.9993;5.2993,-4.0034;Rue B4, Arras, Zone 2b, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO33;ARRAS;Vers le centre de sante urbain Communautaire Arras 3;5.3019;-4.0005;5.302,-3.9993;Place Ernesto Djédjé, Arras, Zone 3, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO35;ARRAS;Avenue Laurent Clouzet vers le Terminus du bus 22;5.3009;-4.0022;5.3019,-4.0005;Boulevard Mamadou Konaté, Arras, Zone 3, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO36;ARRAS;Vers le site Moov d Arras;5.3042;-3.9987;5.3009,-4.0022;Rue B20, Arras, Zone 3, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO37;ARRAS;Vers lavenue 23 Treichville;5.3032;-3.9984;5.3042,-3.9987;Rue B73, Arras, Zone 3, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO38;ARRAS;Avenue 27 vers la pharmacie Belleville;5.3018;-3.9979;5.3032,-3.9984;Avenue 26, Arras, Zone 3, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO39;ARRAS;Vers la pharmacie Belleville;5.3032;-3.9962;5.3018,-3.9979;Rue B73, Arras, Zone 3, Treichville, Abidjan, Côte d’Ivoire
ARRAS_PCO40;ARRAS;Vers Laurent Clauzet derriere le Canal au bois;5.2578;-3.9653;5.3032,-3.9962;Rue B12, Arras, Zone 3, Treichville, Abidjan, Côte d’Ivoire
PORTBOUET_PCO01;PORT-BOUET;Rue des Caraibes Commissariat 5eme Arrondissement;5.256822;-3.96504;5.2578,-3.9653;Petit Bassam, Port-Bouët, Abidjan, Côte d’Ivoire
PORTBOUET_PCO02;PORT-BOUET;Cite Soleil de port Bouet;5.257214;-3.96388;5.256822,-3.965041;Rue des Dorades, Petit Bassam, Port-Bouët, Abidjan, Côte d’Ivoire
PORTBOUET_PCO03;PORT-BOUET;Avenue Pacifique Marche de Port Bouet;5.260262;-3.96252;5.257214,-3.96388;Rue des Capitaines, Petit Bassam, Port-Bouët, Abidjan, Côte d’Ivoire
PORTBOUET_PCO05;PORT-BOUET;Rue de la grande mosquee de port Bouet IFEF de Port Bouet;5.26198;-3.96354;5.260262,-3.962517;Petit Bassam, Port-Bouët, Abidjan, Côte d’Ivoire
PORTBOUET_PCO06;PORT-BOUET;Rue des Caraibes Hopital general de Port Bouet;5.26008;-3.96239;5.26198,-3.96354;Petit Bassam, Port-Bouët, Abidjan, Côte d’Ivoire
